targ_Co,net_id,community,net_name,burnin_time
0.1450434217413936,25,meishan,atn,5000
0.14134530383157667,6,greenland,metaweb,5000
0.09222320351402782,23,tibet,down_link,5000
0.08869017758060528,7,turkiye,down_link,5000
0.08869017758060528,7,dolomites,down_link,5000
0.1348638262235657,2,dolomites,down_niche,5000
0.125585399439624,27,kashmir,niche,5000
0.1450434217413936,25,kashmir,atn,5000
0.1344119441562362,4,greenland,metaweb,5000
0.09203848841795143,5,greenland,down_niche,5000
0.14134530383157667,6,kashmir,down_rand,5000
0.1379784657764207,19,dolomites,down_link,5000
0.05820917600388678,13,tibet,down_power,5000
0.14134530383157667,6,meishan,atn,5000
0.1379784657764207,19,greenland,down_rand,5000
0.08869017758060528,7,tibet,niche,5000
0.1488020541003991,21,tibet,down_niche,5000
0.08720157519969579,30,dolomites,metaweb,5000
0.1348638262235657,2,kashmir,niche,5000
0.1488020541003991,21,dolomites,down_power,5000
0.125585399439624,27,tibet,down_link,5000
0.06559894078556319,14,greenland,down_power,5000
0.08869017758060528,7,tibet,down_niche,5000
0.12227163347290085,26,dolomites,down_niche,5000
0.125585399439624,27,greenland,down_niche,5000
0.10888507165704364,24,dolomites,down_link,5000
0.09669891837584839,17,greenland,down_power,5000
0.1488020541003991,21,dolomites,niche,5000
0.11875432402855078,15,greenland,niche,5000
0.11875432402855078,15,greenland,down_power,5000
0.09669891837584839,17,kashmir,niche,5000
0.06559894078556319,14,greenland,down_link,5000
0.13346342364026428,29,meishan,down_niche,5000
0.1217756359853721,20,dolomites,down_link,5000
0.1488020541003991,21,greenland,niche,5000
0.125585399439624,27,greenland,niche,5000
0.05359333758391879,10,dolomites,down_link,5000
0.1348638262235657,2,greenland,metaweb,5000
0.10464586405049539,9,greenland,down_link,5000
0.09631068540997012,28,turkiye,down_niche,5000
0.1487554453104393,11,dolomites,down_rand,5000
0.1348638262235657,2,turkiye,metaweb,5000
0.1488020541003991,21,greenland,down_niche,5000
0.11875432402855078,15,tibet,metaweb,5000
0.09222320351402782,23,meishan,down_rand,5000
0.08720157519969579,30,greenland,down_link,5000
0.13346342364026428,29,meishan,niche,5000
0.125585399439624,27,tibet,metaweb,5000
0.1001073140058574,1,turkiye,down_rand,5000
0.12227163347290085,26,meishan,down_rand,5000
0.09222320351402782,23,greenland,down_rand,5000
0.1348638262235657,2,kashmir,down_niche,5000
0.125585399439624,27,meishan,down_rand,5000
0.05820917600388678,13,greenland,atn,5000
0.14790019237177113,8,greenland,down_rand,5000
0.14790019237177113,8,turkiye,down_niche,5000
0.1325730842502795,12,dolomites,down_link,5000
0.09669891837584839,17,kashmir,down_link,5000
0.1348638262235657,2,turkiye,down_link,5000
0.10015705237626768,18,meishan,down_niche,5000
0.12544313803518975,16,kashmir,metaweb,5000
0.1477553764218023,22,greenland,down_power,5000
0.1379784657764207,19,meishan,metaweb,5000
0.1450434217413936,25,greenland,atn,5000
0.09222320351402782,23,tibet,metaweb,5000
0.08869017758060528,7,tibet,down_link,5000
0.1477553764218023,22,tibet,niche,5000
0.12227163347290085,26,kashmir,down_niche,5000
0.09222320351402782,23,meishan,metaweb,5000
0.08869017758060528,7,greenland,down_rand,5000
0.1344119441562362,4,turkiye,down_link,5000
0.1487554453104393,11,kashmir,metaweb,5000
0.13346342364026428,29,tibet,down_power,5000
0.1001073140058574,1,kashmir,atn,5000
0.1488020541003991,21,turkiye,atn,5000
0.14134530383157667,6,kashmir,metaweb,5000
0.09222320351402782,23,turkiye,down_niche,5000
0.13346342364026428,29,tibet,atn,5000
0.09203848841795143,5,dolomites,metaweb,5000
0.1379784657764207,19,tibet,down_power,5000
0.12544313803518975,16,tibet,down_power,5000
0.10015705237626768,18,dolomites,atn,5000
0.08869017758060528,7,dolomites,down_power,5000
0.1477553764218023,22,turkiye,atn,5000
0.10180120395621034,3,dolomites,niche,5000
0.12544313803518975,16,greenland,atn,5000
0.09222320351402782,23,dolomites,metaweb,5000
0.08869017758060528,7,greenland,down_link,5000
0.1001073140058574,1,dolomites,down_power,5000
0.1348638262235657,2,meishan,metaweb,5000
0.10888507165704364,24,kashmir,niche,5000
0.05820917600388678,13,turkiye,down_power,5000
0.1379784657764207,19,meishan,down_link,5000
0.10464586405049539,9,turkiye,metaweb,5000
0.08720157519969579,30,meishan,down_niche,5000
0.09669891837584839,17,dolomites,down_niche,5000
0.09631068540997012,28,meishan,atn,5000
0.09203848841795143,5,dolomites,down_link,5000
0.1450434217413936,25,turkiye,down_link,5000
0.1477553764218023,22,dolomites,metaweb,5000
0.12227163347290085,26,greenland,down_link,5000
0.1488020541003991,21,dolomites,down_link,5000
0.1487554453104393,11,greenland,down_link,5000
0.09669891837584839,17,meishan,down_niche,5000
0.06559894078556319,14,greenland,atn,5000
0.1217756359853721,20,kashmir,down_link,5000
0.1344119441562362,4,dolomites,atn,5000
0.05359333758391879,10,turkiye,atn,5000
0.14790019237177113,8,meishan,down_power,5000
0.09222320351402782,23,turkiye,niche,5000
0.14134530383157667,6,turkiye,down_rand,5000
0.06559894078556319,14,tibet,down_niche,5000
0.12544313803518975,16,kashmir,down_link,5000
0.08720157519969579,30,dolomites,down_link,5000
0.10180120395621034,3,dolomites,down_niche,5000
0.1001073140058574,1,tibet,niche,5000
0.13346342364026428,29,meishan,metaweb,5000
0.1325730842502795,12,dolomites,down_niche,5000
0.10180120395621034,3,greenland,niche,5000
0.09669891837584839,17,tibet,atn,5000
0.09669891837584839,17,turkiye,down_power,5000
0.1344119441562362,4,meishan,niche,5000
0.14790019237177113,8,meishan,down_niche,5000
0.05359333758391879,10,turkiye,down_rand,5000
0.1487554453104393,11,tibet,down_rand,5000
0.1325730842502795,12,greenland,metaweb,5000
0.1477553764218023,22,kashmir,down_rand,5000
0.1379784657764207,19,kashmir,metaweb,5000
0.08720157519969579,30,turkiye,down_niche,5000
0.1344119441562362,4,tibet,metaweb,5000
0.10464586405049539,9,greenland,down_niche,5000
0.125585399439624,27,dolomites,down_niche,5000
0.14790019237177113,8,greenland,metaweb,5000
0.1344119441562362,4,dolomites,metaweb,5000
